Sex;Age;Periodo;Total
Males;29 years old;2009;5.960
Males;29 years old;2008;10.164
Males;30 years old;2021;7.049
Males;30 years old;2020;6.606
Males;30 years old;2019;10.575
Males;30 years old;2018;9.131
Males;30 years old;2017;7.038
Males;30 years old;2016;5.036
Males;30 years old;2015;4.299
Males;30 years old;2014;3.740
Males;30 years old;2013;3.269
Males;30 years old;2012;3.964
Males;30 years old;2011;5.078
Males;30 years old;2010;5.229
Males;30 years old;2009;5.564
Males;30 years old;2008;9.639
Males;31 years old;2021;7.087
Males;31 years old;2020;6.370
Males;31 years old;2019;10.154
Males;31 years old;2018;8.444
Males;31 years old;2017;6.512
Males;31 years old;2016;4.964
Males;31 years old;2015;4.125
Males;31 years old;2014;3.629
Males;31 years old;2013;3.515
Males;31 years old;2012;3.762
Males;31 years old;2011;4.811
Males;31 years old;2010;4.782
Males;31 years old;2009;5.223
Males;31 years old;2008;9.150
Males;32 years old;2021;6.576
Males;32 years old;2020;6.071
Males;32 years old;2019;9.478
Males;32 years old;2018;7.986
Males;32 years old;2017;6.259
Males;32 years old;2016;4.681
Males;32 years old;2015;4.034
Males;32 years old;2014;3.480
Males;32 years old;2013;3.281
Males;32 years old;2012;3.654
Males;32 years old;2011;4.603
Males;32 years old;2010;4.395
Males;32 years old;2009;4.767
Males;32 years old;2008;8.416
Males;33 years old;2021;6.112
Males;33 years old;2020;5.707
Males;33 years old;2019;9.072
Males;33 years old;2018;7.453
Males;33 years old;2017;5.896
Males;33 years old;2016;4.587
Males;33 years old;2015;3.770
Males;33 years old;2014;3.441
Males;33 years old;2013;3.165
Males;33 years old;2012;3.278
Males;33 years old;2011;4.347
Males;33 years old;2010;4.064
Males;33 years old;2009;4.433
Males;33 years old;2008;7.929
Males;34 years old;2021;5.778
Males;34 years old;2020;5.290
Males;34 years old;2019;8.467
Males;34 years old;2018;7.007
Males;34 years old;2017;5.516
Males;34 years old;2016;4.389
Males;34 years old;2015;3.766
Males;34 years old;2014;3.259
Males;34 years old;2013;2.977
Males;34 years old;2012;3.236
Males;34 years old;2011;3.982
Males;34 years old;2010;3.906
Males;34 years old;2009;4.128
Males;34 years old;2008;7.016
Males;35 years old;2021;5.516
Males;35 years old;2020;4.972
Males;35 years old;2019;7.931
Males;35 years old;2018;6.586
Males;35 years old;2017;5.287
Males;35 years old;2016;4.140
Males;35 years old;2015;3.460
Males;35 years old;2014;2.996
Males;35 years old;2013;2.887
Males;35 years old;2012;3.044
Males;35 years old;2011;3.769
Males;35 years old;2010;3.684
Males;35 years old;2009;3.784
Males;35 years old;2008;6.622
Males;36 years old;2021;5.081
Males;36 years old;2020;4.677
Males;36 years old;2019;7.310
Males;36 years old;2018;6.286
Males;36 years old;2017;5.021
Males;36 years old;2016;4.072
Males;36 years old;2015;3.376
Males;36 years old;2014;2.912
Males;36 years old;2013;2.740
Males;36 years old;2012;2.796
Males;36 years old;2011;3.451
Males;36 years old;2010;3.364
Males;36 years old;2009;3.685
Males;36 years old;2008;6.249
Males;37 years old;2021;4.801
Males;37 years old;2020;4.486
Males;37 years old;2019;7.055
Males;37 years old;2018;5.979
Males;37 years old;2017;4.733
Males;37 years old;2016;3.658
Males;37 years old;2015;3.323
Males;37 years old;2014;2.805
Males;37 years old;2013;2.526
Males;37 years old;2012;2.638
Males;37 years old;2011;3.256
Males;37 years old;2010;3.110
Males;37 years old;2009;3.469
Males;37 years old;2008;5.820
Males;38 years old;2021;4.521
Males;38 years old;2020;4.130
Males;38 years old;2019;6.719
Males;38 years old;2018;5.620
Males;38 years old;2017;4.528
Males;38 years old;2016;3.555
Males;38 years old;2015;3.062
Males;38 years old;2014;2.606
Males;38 years old;2013;2.402
Males;38 years old;2012;2.508
Males;38 years old;2011;3.001
Males;38 years old;2010;2.966
Males;38 years old;2009;3.078
Males;38 years old;2008;5.447
Males;39 years old;2021;4.281
Males;39 years old;2020;3.941
Males;39 years old;2019;6.439
Males;39 years old;2018;5.265
Males;39 years old;2017;4.117
Males;39 years old;2016;3.358
Males;39 years old;2015;2.850
Males;39 years old;2014;2.559
Males;39 years old;2013;2.291
Males;39 years old;2012;2.379
Males;39 years old;2011;2.934
Males;39 years old;2010;2.811
Males;39 years old;2009;3.049
Males;39 years old;2008;5.041
Males;40 years old;2021;4.196
Males;40 years old;2020;3.841
Males;40 years old;2019;5.918
Males;40 years old;2018;4.900
Males;40 years old;2017;3.992
Males;40 years old;2016;3.215
Males;40 years old;2015;2.727
Males;40 years old;2014;2.387
Males;40 years old;2013;2.151
Males;40 years old;2012;2.325
Males;40 years old;2011;2.809
Males;40 years old;2010;2.641
Males;40 years old;2009;2.866
Males;40 years old;2008;4.762
Males;41 years old;2021;3.922
Males;41 years old;2020;3.605
Males;41 years old;2019;5.696
Males;41 years old;2018;4.635
Males;41 years old;2017;3.660
Males;41 years old;2016;2.997
Males;41 years old;2015;2.643
Males;41 years old;2014;2.303
Males;41 years old;2013;1.978
Males;41 years old;2012;2.168
Males;41 years old;2011;2.597
Males;41 years old;2010;2.477
Males;41 years old;2009;2.736
Males;41 years old;2008;4.090
Males;42 years old;2021;3.740
Males;42 years old;2020;3.354
Males;42 years old;2019;5.304
Males;42 years old;2018;4.381
Males;42 years old;2017;3.532
Males;42 years old;2016;2.870
Males;42 years old;2015;2.380
Males;42 years old;2014;2.210
Males;42 years old;2013;1.975
Males;42 years old;2012;2.031
Males;42 years old;2011;2.479
Males;42 years old;2010;2.447
Males;42 years old;2009;2.272
Males;42 years old;2008;3.953
Males;43 years old;2021;3.529
Males;43 years old;2020;3.141
Males;43 years old;2019;4.813
Males;43 years old;2018;4.135
Males;43 years old;2017;3.325
Males;43 years old;2016;2.760
Males;43 years old;2015;2.310
Males;43 years old;2014;2.122
Males;43 years old;2013;1.917
Males;43 years old;2012;1.938
Males;43 years old;2011;2.402
Males;43 years old;2010;2.125
Males;43 years old;2009;2.167
Males;43 years old;2008;3.678
Males;44 years old;2021;3.283
Males;44 years old;2020;3.106
Males;44 years old;2019;4.759
Males;44 years old;2018;3.970
Males;44 years old;2017;3.154
Males;44 years old;2016;2.707
Males;44 years old;2015;2.261
Males;44 years old;2014;1.978
Males;44 years old;2013;1.665
Males;44 years old;2012;1.859
Males;44 years old;2011;2.124
Males;44 years old;2010;1.908
Males;44 years old;2009;2.080
Males;44 years old;2008;3.331
Males;45 years old;2021;3.181
Males;45 years old;2020;2.817
Males;45 years old;2019;4.536
Males;45 years old;2018;3.736
Males;45 years old;2017;3.060
Males;45 years old;2016;2.541
Males;45 years old;2015;2.144
Males;45 years old;2014;1.896
Males;45 years old;2013;1.774
Males;45 years old;2012;1.700
Males;45 years old;2011;1.954
Males;45 years old;2010;1.902
Males;45 years old;2009;1.878
Males;45 years old;2008;3.021
Males;46 years old;2021;3.090
Males;46 years old;2020;2.648
Males;46 years old;2019;4.211
Males;46 years old;2018;3.514
Males;46 years old;2017;2.925
Males;46 years old;2016;2.443
Males;46 years old;2015;2.053
Males;46 years old;2014;1.893
Males;46 years old;2013;1.606
Males;46 years old;2012;1.646
Males;46 years old;2011;1.783
Males;46 years old;2010;1.722
Males;46 years old;2009;1.798
Males;46 years old;2008;2.882
Males;47 years old;2021;2.870
Males;47 years old;2020;2.558
Males;47 years old;2019;3.873
Males;47 years old;2018;3.383
Males;47 years old;2017;2.650
Males;47 years old;2016;2.229
Males;47 years old;2015;1.866
Males;47 years old;2014;1.670
Males;47 years old;2013;1.473
Males;47 years old;2012;1.566
Males;47 years old;2011;1.857
Males;47 years old;2010;1.609
Males;47 years old;2009;1.585
Males;47 years old;2008;2.637
Males;48 years old;2021;2.695
Males;48 years old;2020;2.454
Males;48 years old;2019;3.821
Males;48 years old;2018;3.248
Males;48 years old;2017;2.625
Males;48 years old;2016;2.144
Males;48 years old;2015;1.803
Males;48 years old;2014;1.554
Males;48 years old;2013;1.531
Males;48 years old;2012;1.520
Males;48 years old;2011;1.790
Males;48 years old;2010;1.464
Males;48 years old;2009;1.503
Males;48 years old;2008;2.439
Males;49 years old;2021;2.659
Males;49 years old;2020;2.284
Males;49 years old;2019;3.564
Males;49 years old;2018;2.956
Males;49 years old;2017;2.423
Males;49 years old;2016;2.011
Males;49 years old;2015;1.724
Males;49 years old;2014;1.531
Males;49 years old;2013;1.395
Males;49 years old;2012;1.453
Males;49 years old;2011;1.580
Males;49 years old;2010;1.352
Males;49 years old;2009;1.482
Males;49 years old;2008;2.192
Males;50 years old;2021;2.611
Males;50 years old;2020;2.148
Males;50 years old;2019;3.300
Males;50 years old;2018;2.826
Males;50 years old;2017;2.268
Males;50 years old;2016;1.883
Males;50 years old;2015;1.621
Males;50 years old;2014;1.347
Males;50 years old;2013;1.213
Males;50 years old;2012;1.241
Males;50 years old;2011;1.399
Males;50 years old;2010;1.341
Males;50 years old;2009;1.414
Males;50 years old;2008;2.079
Males;51 years old;2021;2.600
Males;51 years old;2020;2.119
Males;51 years old;2019;3.262
Males;51 years old;2018;2.621
Males;51 years old;2017;2.102
Males;51 years old;2016;1.779
Males;51 years old;2015;1.486
Males;51 years old;2014;1.374
Males;51 years old;2013;1.212
Males;51 years old;2012;1.174
Males;51 years old;2011;1.370
Males;51 years old;2010;1.261
Males;51 years old;2009;1.293
Males;51 years old;2008;1.831
Males;52 years old;2021;2.380
Males;52 years old;2020;2.080
Males;52 years old;2019;2.890
Males;52 years old;2018;2.507
Males;52 years old;2017;2.049
Males;52 years old;2016;1.697
Males;52 years old;2015;1.414
Males;52 years old;2014;1.372
Males;52 years old;2013;1.086
Males;52 years old;2012;1.138
Males;52 years old;2011;1.315
Males;52 years old;2010;1.152
Males;52 years old;2009;1.229
Males;52 years old;2008;1.685
Males;53 years old;2021;2.324
Males;53 years old;2020;1.896
Males;53 years old;2019;2.755
Males;53 years old;2018;2.402
Males;53 years old;2017;1.962
Males;53 years old;2016;1.637
Males;53 years old;2015;1.343
Males;53 years old;2014;1.186
Males;53 years old;2013;1.018
Males;53 years old;2012;1.054
Males;53 years old;2011;1.215
Males;53 years old;2010;1.129
Males;53 years old;2009;1.125
Males;53 years old;2008;1.661
Males;54 years old;2021;2.167
Males;54 years old;2020;1.809
Males;54 years old;2019;2.708
Males;54 years old;2018;2.215
Males;54 years old;2017;1.905
Males;54 years old;2016;1.520
Males;54 years old;2015;1.272
Males;54 years old;2014;1.114
Males;54 years old;2013;1.043
Males;54 years old;2012;1.006
Males;54 years old;2011;1.119
Males;54 years old;2010;1.096
Males;54 years old;2009;1.070
Males;54 years old;2008;1.413
Males;55 years old;2021;2.134
Males;55 years old;2020;1.880
Males;55 years old;2019;2.619
Males;55 years old;2018;2.215
Males;55 years old;2017;1.800
Males;55 years old;2016;1.458
Males;55 years old;2015;1.215
Males;55 years old;2014;1.162
Males;55 years old;2013;982
Males;55 years old;2012;1.028
Males;55 years old;2011;1.117
Males;55 years old;2010;1.037
Males;55 years old;2009;996
Males;55 years old;2008;1.453
Males;56 years old;2021;2.129
Males;56 years old;2020;1.834
Males;56 years old;2019;2.427
Males;56 years old;2018;2.046
Males;56 years old;2017;1.657
Males;56 years old;2016;1.399
Males;56 years old;2015;1.151
Males;56 years old;2014;1.066
Males;56 years old;2013;931
Males;56 years old;2012;928
Males;56 years old;2011;1.097
Males;56 years old;2010;996
Males;56 years old;2009;955
Males;56 years old;2008;1.306
Males;57 years old;2021;2.105
Males;57 years old;2020;1.691
Males;57 years old;2019;2.352
Males;57 years old;2018;1.955
Males;57 years old;2017;1.560
Males;57 years old;2016;1.253
Males;57 years old;2015;1.143
Males;57 years old;2014;1.022
Males;57 years old;2013;903
Males;57 years old;2012;946
Males;57 years old;2011;962
Males;57 years old;2010;971
Males;57 years old;2009;931
Males;57 years old;2008;1.207
Males;58 years old;2021;2.011
Males;58 years old;2020;1.672
Males;58 years old;2019;2.243
Males;58 years old;2018;1.835
Males;58 years old;2017;1.504
Males;58 years old;2016;1.238
Males;58 years old;2015;995
Males;58 years old;2014;957
Males;58 years old;2013;869
Males;58 years old;2012;903
Males;58 years old;2011;1.029
Males;58 years old;2010;912
Males;58 years old;2009;847
Males;58 years old;2008;1.281
Males;59 years old;2021;1.872
Males;59 years old;2020;1.579
Males;59 years old;2019;2.151
Males;59 years old;2018;1.699
Males;59 years old;2017;1.467
Males;59 years old;2016;1.256
Males;59 years old;2015;998
Males;59 years old;2014;917
Males;59 years old;2013;825
Males;59 years old;2012;914
Males;59 years old;2011;947
Males;59 years old;2010;889
Males;59 years old;2009;937
Males;59 years old;2008;1.170
Males;60 years old;2021;1.901
Males;60 years old;2020;1.575
Males;60 years old;2019;2.159
Males;60 years old;2018;1.829
Males;60 years old;2017;1.564
Males;60 years old;2016;1.263
Males;60 years old;2015;1.066
Males;60 years old;2014;1.073
Males;60 years old;2013;941
Males;60 years old;2012;1.000
Males;60 years old;2011;1.100
Males;60 years old;2010;1.089
Males;60 years old;2009;1.091
Males;60 years old;2008;1.359
Males;61 years old;2021;1.730
Males;61 years old;2020;1.434
Males;61 years old;2019;1.873
Males;61 years old;2018;1.773
Males;61 years old;2017;1.454
Males;61 years old;2016;1.168
Males;61 years old;2015;1.017
Males;61 years old;2014;958
Males;61 years old;2013;918
Males;61 years old;2012;934
Males;61 years old;2011;1.062
Males;61 years old;2010;998
Males;61 years old;2009;994
Males;61 years old;2008;1.219
Males;62 years old;2021;1.681
Males;62 years old;2020;1.446
Males;62 years old;2019;1.894
Males;62 years old;2018;1.643
Males;62 years old;2017;1.435
Males;62 years old;2016;1.179
Males;62 years old;2015;1.054
Males;62 years old;2014;954
Males;62 years old;2013;876
Males;62 years old;2012;936
Males;62 years old;2011;1.009
Males;62 years old;2010;989
Males;62 years old;2009;1.023
Males;62 years old;2008;1.161
Males;63 years old;2021;1.641
Males;63 years old;2020;1.370
Males;63 years old;2019;1.779
Males;63 years old;2018;1.665
Males;63 years old;2017;1.403
Males;63 years old;2016;1.107
Males;63 years old;2015;1.037
Males;63 years old;2014;988
Males;63 years old;2013;929
Males;63 years old;2012;968
Males;63 years old;2011;1.087
Males;63 years old;2010;1.009
Males;63 years old;2009;922
Males;63 years old;2008;1.104
Males;64 years old;2021;1.573
Males;64 years old;2020;1.294
Males;64 years old;2019;1.764
Males;64 years old;2018;1.513
Males;64 years old;2017;1.362
Males;64 years old;2016;1.118
Males;64 years old;2015;968
Males;64 years old;2014;909
Males;64 years old;2013;914
Males;64 years old;2012;1.003
Males;64 years old;2011;1.027
Males;64 years old;2010;881
Males;64 years old;2009;875
Males;64 years old;2008;1.104
Males;65 years old;2021;1.567
Males;65 years old;2020;1.379
Males;65 years old;2019;1.925
Males;65 years old;2018;1.777
Males;65 years old;2017;1.621
Males;65 years old;2016;1.369
Males;65 years old;2015;1.241
Males;65 years old;2014;1.234
Males;65 years old;2013;1.145
Males;65 years old;2012;1.246
Males;65 years old;2011;1.269
Males;65 years old;2010;1.092
Males;65 years old;2009;1.190
Males;65 years old;2008;1.221
Males;66 years old;2021;1.598
Males;66 years old;2020;1.375
Males;66 years old;2019;1.676
Males;66 years old;2018;1.574
Males;66 years old;2017;1.426
Males;66 years old;2016;1.180
Males;66 years old;2015;990
Males;66 years old;2014;923
Males;66 years old;2013;894
Males;66 years old;2012;880
Males;66 years old;2011;908
Males;66 years old;2010;854
Males;66 years old;2009;851
Males;66 years old;2008;936
Males;67 years old;2021;1.450
Males;67 years old;2020;1.147
Males;67 years old;2019;1.583
Males;67 years old;2018;1.390
Males;67 years old;2017;1.303
Males;67 years old;2016;948
Males;67 years old;2015;913
Males;67 years old;2014;905
Males;67 years old;2013;733
Males;67 years old;2012;798
Males;67 years old;2011;828
Males;67 years old;2010;739
Males;67 years old;2009;675
Males;67 years old;2008;772
Males;68 years old;2021;1.309
Males;68 years old;2020;1.003
Males;68 years old;2019;1.412
Males;68 years old;2018;1.292
Males;68 years old;2017;1.121
Males;68 years old;2016;921
Males;68 years old;2015;834
Males;68 years old;2014;755
Males;68 years old;2013;638
Males;68 years old;2012;680
Males;68 years old;2011;672
Males;68 years old;2010;603
Males;68 years old;2009;613
Males;68 years old;2008;716
Males;69 years old;2021;1.145
Males;69 years old;2020;934
Males;69 years old;2019;1.311
Males;69 years old;2018;1.203
Males;69 years old;2017;1.055
Males;69 years old;2016;884
Males;69 years old;2015;659
Males;69 years old;2014;660
Males;69 years old;2013;592
Males;69 years old;2012;642
Males;69 years old;2011;628
Males;69 years old;2010;555
Males;69 years old;2009;599
Males;69 years old;2008;586
Males;70 years old;2021;1.043
Males;70 years old;2020;799
Males;70 years old;2019;1.192
Males;70 years old;2018;1.192
Males;70 years old;2017;966
Males;70 years old;2016;737
Males;70 years old;2015;665
Males;70 years old;2014;609
Males;70 years old;2013;521
Males;70 years old;2012;543
Males;70 years old;2011;588
Males;70 years old;2010;564
Males;70 years old;2009;458
Males;70 years old;2008;561
Males;71 years old;2021;980
Males;71 years old;2020;750
Males;71 years old;2019;1.084
Males;71 years old;2018;983
Males;71 years old;2017;779
Males;71 years old;2016;635
Males;71 years old;2015;559
Males;71 years old;2014;496
Males;71 years old;2013;472
Males;71 years old;2012;459
Males;71 years old;2011;480
Males;71 years old;2010;453
Males;71 years old;2009;482
Males;71 years old;2008;531
Males;72 years old;2021;926
Males;72 years old;2020;663
Males;72 years old;2019;997
Males;72 years old;2018;801
Males;72 years old;2017;701
Males;72 years old;2016;556
Males;72 years old;2015;554
Males;72 years old;2014;452
Males;72 years old;2013;436
Males;72 years old;2012;453
Males;72 years old;2011;400
Males;72 years old;2010;384
Males;72 years old;2009;423
Males;72 years old;2008;436
Males;73 years old;2021;889
Males;73 years old;2020;598
Males;73 years old;2019;799
Males;73 years old;2018;703
Males;73 years old;2017;654
Males;73 years old;2016;495
Males;73 years old;2015;413
Males;73 years old;2014;374
Males;73 years old;2013;370
Males;73 years old;2012;377
Males;73 years old;2011;392
Males;73 years old;2010;335
Males;73 years old;2009;334
Males;73 years old;2008;353
Males;74 years old;2021;753
Males;74 years old;2020;495
Males;74 years old;2019;722
Males;74 years old;2018;632
Males;74 years old;2017;534
Males;74 years old;2016;436
Males;74 years old;2015;378
Males;74 years old;2014;389
Males;74 years old;2013;325
Males;74 years old;2012;334
Males;74 years old;2011;312
Males;74 years old;2010;303
Males;74 years old;2009;284
Males;74 years old;2008;296
Males;75 years old;2021;673
Males;75 years old;2020;417
Males;75 years old;2019;660
Males;75 years old;2018;515
Males;75 years old;2017;466
Males;75 years old;2016;361
Males;75 years old;2015;336
Males;75 years old;2014;305
Males;75 years old;2013;264
Males;75 years old;2012;316
Males;75 years old;2011;291
Males;75 years old;2010;272
Males;75 years old;2009;249
Males;75 years old;2008;277
Males;76 years old;2021;534
Males;76 years old;2020;358
Males;76 years old;2019;524
Males;76 years old;2018;459
Males;76 years old;2017;409
Males;76 years old;2016;354
Males;76 years old;2015;302
Males;76 years old;2014;244
Males;76 years old;2013;260
Males;76 years old;2012;249
Males;76 years old;2011;257
Males;76 years old;2010;219
Males;76 years old;2009;236
Males;76 years old;2008;257
Males;77 years old;2021;514
Males;77 years old;2020;324
Males;77 years old;2019;490
Males;77 years old;2018;402
Males;77 years old;2017;339
Males;77 years old;2016;295
Males;77 years old;2015;279
Males;77 years old;2014;229
Males;77 years old;2013;215
Males;77 years old;2012;212
Males;77 years old;2011;221
Males;77 years old;2010;193
Males;77 years old;2009;198
Males;77 years old;2008;204
Males;78 years old;2021;424
Males;78 years old;2020;302
Males;78 years old;2019;416
Males;78 years old;2018;352
Males;78 years old;2017;331
Males;78 years old;2016;278
Males;78 years old;2015;218
Males;78 years old;2014;190
Males;78 years old;2013;179
Males;78 years old;2012;206
Males;78 years old;2011;188
Males;78 years old;2010;185
Males;78 years old;2009;179
Males;78 years old;2008;203
Males;79 years old;2021;383
Males;79 years old;2020;231
Males;79 years old;2019;374
Males;79 years old;2018;338
Males;79 years old;2017;294
Males;79 years old;2016;264
Males;79 years old;2015;192
Males;79 years old;2014;176
Males;79 years old;2013;176
Males;79 years old;2012;164
Males;79 years old;2011;161
Males;79 years old;2010;181
Males;79 years old;2009;135
Males;79 years old;2008;153
Males;80 years old;2021;348
Males;80 years old;2020;219
Males;80 years old;2019;297
Males;80 years old;2018;289
Males;80 years old;2017;259
Males;80 years old;2016;243
Males;80 years old;2015;196
Males;80 years old;2014;146
Males;80 years old;2013;152
Males;80 years old;2012;149
Males;80 years old;2011;181
Males;80 years old;2010;133
Males;80 years old;2009;135
Males;80 years old;2008;148
Males;81 years old;2021;293
Males;81 years old;2020;177
Males;81 years old;2019;271
Males;81 years old;2018;267
Males;81 years old;2017;223
Males;81 years old;2016;225
Males;81 years old;2015;160
Males;81 years old;2014;153
Males;81 years old;2013;123
Males;81 years old;2012;115
Males;81 years old;2011;124
Males;81 years old;2010;77
Males;81 years old;2009;118
Males;81 years old;2008;100
Males;82 years old;2021;219
Males;82 years old;2020;161
Males;82 years old;2019;256
Males;82 years old;2018;218
Males;82 years old;2017;196
Males;82 years old;2016;141
Males;82 years old;2015;127
Males;82 years old;2014;120
Males;82 years old;2013;114
Males;82 years old;2012;127
Males;82 years old;2011;97
Males;82 years old;2010;83
Males;82 years old;2009;93
Males;82 years old;2008;103
Males;83 years old;2021;227
Males;83 years old;2020;130
Males;83 years old;2019;185
Males;83 years old;2018;192
Males;83 years old;2017;166
Males;83 years old;2016;149
Males;83 years old;2015;125
Males;83 years old;2014;93
Males;83 years old;2013;100
Males;83 years old;2012;85
Males;83 years old;2011;83
Males;83 years old;2010;72
Males;83 years old;2009;74
Males;83 years old;2008;77
Males;84 years old;2021;168
Males;84 years old;2020;111
Males;84 years old;2019;176
Males;84 years old;2018;153
Males;84 years old;2017;145
Males;84 years old;2016;136
Males;84 years old;2015;109
Males;84 years old;2014;89
Males;84 years old;2013;103
Males;84 years old;2012;70
Males;84 years old;2011;73
Males;84 years old;2010;52
Males;84 years old;2009;69
Males;84 years old;2008;52
Males;85 years old;2021;156
Males;85 years old;2020;98
Males;85 years old;2019;149
Males;85 years old;2018;146
Males;85 years old;2017;131
Males;85 years old;2016;110
Males;85 years old;2015;74
Males;85 years old;2014;98
Males;85 years old;2013;57
Males;85 years old;2012;51
Males;85 years old;2011;78
Males;85 years old;2010;46
Males;85 years old;2009;42
Males;85 years old;2008;49
Males;86 years old;2021;124
Males;86 years old;2020;87
Males;86 years old;2019;139
Males;86 years old;2018;133
Males;86 years old;2017;126
Males;86 years old;2016;92
Males;86 years old;2015;61
Males;86 years old;2014;67
Males;86 years old;2013;66
Males;86 years old;2012;45
Males;86 years old;2011;36
Males;86 years old;2010;28
Males;86 years old;2009;36
Males;86 years old;2008;44
Males;87 years old;2021;100
Males;87 years old;2020;85
Males;87 years old;2019;118
Males;87 years old;2018;85
Males;87 years old;2017;84
Males;87 years old;2016;87
Males;87 years old;2015;71
Males;87 years old;2014;55
Males;87 years old;2013;53
Males;87 years old;2012;43
Males;87 years old;2011;37
Males;87 years old;2010;16
Males;87 years old;2009;41
Males;87 years old;2008;38
Males;88 years old;2021;72
Males;88 years old;2020;54
Males;88 years old;2019;91
Males;88 years old;2018;79
Males;88 years old;2017;88
Males;88 years old;2016;62
Males;88 years old;2015;34
Males;88 years old;2014;49
Males;88 years old;2013;44
Males;88 years old;2012;41
Males;88 years old;2011;33
Males;88 years old;2010;28
Males;88 years old;2009;22
Males;88 years old;2008;23
Males;89 years old;2021;82
Males;89 years old;2020;42
Males;89 years old;2019;74
Males;89 years old;2018;73
Males;89 years old;2017;55
Males;89 years old;2016;45
Males;89 years old;2015;39
Males;89 years old;2014;41
Males;89 years old;2013;28
Males;89 years old;2012;29
Males;89 years old;2011;28
Males;89 years old;2010;18
Males;89 years old;2009;15
Males;89 years old;2008;17
Males;90 years old and over;2021;372
Males;90 years old and over;2020;268
Males;90 years old and over;2019;269
Males;90 years old and over;2018;271
Males;90 years old and over;2017;183
Males;90 years old and over;2016;179
Males;90 years old and over;2015;174
Males;90 years old and over;2014;161
Males;90 years old and over;2013;120
Males;90 years old and over;2012;140
Males;90 years old and over;2011;54
Males;90 years old and over;2010;63
Males;90 years old and over;2009;47
Males;90 years old and over;2008;58
Females;Total;2021;255.870
Females;Total;2020;231.516
Females;Total;2019;374.445
Females;Total;2018;324.602
Females;Total;2017;271.971
Females;Total;2016;210.537
Females;Total;2015;172.488
Females;Total;2014;153.505
Females;Total;2013;141.299
Females;Total;2012;154.304
Females;Total;2011;190.389
Females;Total;2010;183.876
Females;Total;2009;200.677
Females;Total;2008;288.812
Females;0 years old;2021;1.809
Females;0 years old;2020;1.600
Females;0 years old;2019;2.708
Females;0 years old;2018;2.574
Females;0 years old;2017;2.691
Females;0 years old;2016;2.551
Females;0 years old;2015;2.366
Females;0 years old;2014;2.007
Females;0 years old;2013;2.003
Females;0 years old;2012;1.911
Females;0 years old;2011;2.263
Females;0 years old;2010;2.238
Females;0 years old;2009;2.223
Females;0 years old;2008;2.731
Females;1 year old;2021;2.427
Females;1 year old;2020;2.252
Females;1 year old;2019;3.774
Females;1 year old;2018;3.553
Females;1 year old;2017;3.346
Females;1 year old;2016;2.745
Females;1 year old;2015;2.230
Females;1 year old;2014;1.861
Females;1 year old;2013;1.625
Females;1 year old;2012;1.685
Females;1 year old;2011;2.129
Females;1 year old;2010;2.075
Females;1 year old;2009;2.242
Females;1 year old;2008;2.878
Females;2 years old;2021;2.588
Females;2 years old;2020;2.431
Females;2 years old;2019;3.974
Females;2 years old;2018;3.693
Females;2 years old;2017;3.243
Females;2 years old;2016;2.540
Females;2 years old;2015;2.101
Females;2 years old;2014;1.757
Females;2 years old;2013;1.589
Females;2 years old;2012;1.586
Females;2 years old;2011;1.983
Females;2 years old;2010;1.959
Females;2 years old;2009;2.201
Females;2 years old;2008;2.815
Females;3 years old;2021;2.633
Females;3 years old;2020;2.412
Females;3 years old;2019;4.105
Females;3 years old;2018;3.471
Females;3 years old;2017;2.993
Females;3 years old;2016;2.382
Females;3 years old;2015;1.905
Females;3 years old;2014;1.670
Females;3 years old;2013;1.475
Females;3 years old;2012;1.512
Females;3 years old;2011;1.813
Females;3 years old;2010;1.886
Females;3 years old;2009;2.004
Females;3 years old;2008;2.752
Females;4 years old;2021;2.750
Females;4 years old;2020;2.432
Females;4 years old;2019;4.015
Females;4 years old;2018;3.466
Females;4 years old;2017;2.786
Females;4 years old;2016;2.216
Females;4 years old;2015;1.784
Females;4 years old;2014;1.562
Females;4 years old;2013;1.417
Females;4 years old;2012;1.406
Females;4 years old;2011;1.656
Females;4 years old;2010;1.781
Females;4 years old;2009;1.910
Females;4 years old;2008;2.714
Females;5 years old;2021;2.763
Females;5 years old;2020;2.450
Females;5 years old;2019;3.841
Females;5 years old;2018;3.271
Females;5 years old;2017;2.602
Females;5 years old;2016;2.167
Females;5 years old;2015;1.786
Females;5 years old;2014;1.500
Females;5 years old;2013;1.377
Females;5 years old;2012;1.352
Females;5 years old;2011;1.799
Females;5 years old;2010;1.771
Females;5 years old;2009;1.913
Females;5 years old;2008;2.805
Females;6 years old;2021;2.918
Females;6 years old;2020;2.297
Females;6 years old;2019;3.710
Females;6 years old;2018;3.149
Females;6 years old;2017;2.572
Females;6 years old;2016;2.114
Females;6 years old;2015;1.615
Females;6 years old;2014;1.438
Females;6 years old;2013;1.288
Females;6 years old;2012;1.310
Females;6 years old;2011;1.620
Females;6 years old;2010;1.604
Females;6 years old;2009;2.049
Females;6 years old;2008;2.725
Females;7 years old;2021;2.806
Females;7 years old;2020;2.285
Females;7 years old;2019;3.574
Females;7 years old;2018;3.051
Females;7 years old;2017;2.584
Females;7 years old;2016;1.970
Females;7 years old;2015;1.570
Females;7 years old;2014;1.423
Females;7 years old;2013;1.227
Females;7 years old;2012;1.350
Females;7 years old;2011;1.632
Females;7 years old;2010;1.667
Females;7 years old;2009;1.907
