Sex;Age;Periodo;Total
Females;8 years old;2009;1.366
Females;8 years old;2008;1.145
Females;9 years old;2021;1.417
Females;9 years old;2020;984
Females;9 years old;2019;1.216
Females;9 years old;2018;1.332
Females;9 years old;2017;1.596
Females;9 years old;2016;1.372
Females;9 years old;2015;1.379
Females;9 years old;2014;1.516
Females;9 years old;2013;1.768
Females;9 years old;2012;1.550
Females;9 years old;2011;1.368
Females;9 years old;2010;1.415
Females;9 years old;2009;1.395
Females;9 years old;2008;1.077
Females;10 years old;2021;1.469
Females;10 years old;2020;1.016
Females;10 years old;2019;1.249
Females;10 years old;2018;1.410
Females;10 years old;2017;1.560
Females;10 years old;2016;1.443
Females;10 years old;2015;1.445
Females;10 years old;2014;1.668
Females;10 years old;2013;2.012
Females;10 years old;2012;1.779
Females;10 years old;2011;1.599
Females;10 years old;2010;1.509
Females;10 years old;2009;1.386
Females;10 years old;2008;1.060
Females;11 years old;2021;1.594
Females;11 years old;2020;1.112
Females;11 years old;2019;1.190
Females;11 years old;2018;1.358
Females;11 years old;2017;1.552
Females;11 years old;2016;1.346
Females;11 years old;2015;1.522
Females;11 years old;2014;1.642
Females;11 years old;2013;1.794
Females;11 years old;2012;1.643
Females;11 years old;2011;1.534
Females;11 years old;2010;1.490
Females;11 years old;2009;1.463
Females;11 years old;2008;1.018
Females;12 years old;2021;1.483
Females;12 years old;2020;1.037
Females;12 years old;2019;1.161
Females;12 years old;2018;1.245
Females;12 years old;2017;1.435
Females;12 years old;2016;1.342
Females;12 years old;2015;1.301
Females;12 years old;2014;1.512
Females;12 years old;2013;1.907
Females;12 years old;2012;1.670
Females;12 years old;2011;1.508
Females;12 years old;2010;1.430
Females;12 years old;2009;1.381
Females;12 years old;2008;981
Females;13 years old;2021;1.395
Females;13 years old;2020;929
Females;13 years old;2019;1.049
Females;13 years old;2018;1.190
Females;13 years old;2017;1.377
Females;13 years old;2016;1.291
Females;13 years old;2015;1.281
Females;13 years old;2014;1.525
Females;13 years old;2013;1.975
Females;13 years old;2012;1.681
Females;13 years old;2011;1.470
Females;13 years old;2010;1.327
Females;13 years old;2009;1.407
Females;13 years old;2008;1.035
Females;14 years old;2021;1.322
Females;14 years old;2020;933
Females;14 years old;2019;1.087
Females;14 years old;2018;1.241
Females;14 years old;2017;1.333
Females;14 years old;2016;1.280
Females;14 years old;2015;1.270
Females;14 years old;2014;1.546
Females;14 years old;2013;1.985
Females;14 years old;2012;1.637
Females;14 years old;2011;1.484
Females;14 years old;2010;1.464
Females;14 years old;2009;1.406
Females;14 years old;2008;1.035
Females;15 years old;2021;1.287
Females;15 years old;2020;904
Females;15 years old;2019;1.011
Females;15 years old;2018;1.125
Females;15 years old;2017;1.283
Females;15 years old;2016;1.199
Females;15 years old;2015;1.422
Females;15 years old;2014;1.661
Females;15 years old;2013;2.065
Females;15 years old;2012;1.638
Females;15 years old;2011;1.446
Females;15 years old;2010;1.422
Females;15 years old;2009;1.265
Females;15 years old;2008;899
Females;16 years old;2021;1.356
Females;16 years old;2020;911
Females;16 years old;2019;1.058
Females;16 years old;2018;1.125
Females;16 years old;2017;1.403
Females;16 years old;2016;1.252
Females;16 years old;2015;1.389
Females;16 years old;2014;1.537
Females;16 years old;2013;1.995
Females;16 years old;2012;1.570
Females;16 years old;2011;1.429
Females;16 years old;2010;1.312
Females;16 years old;2009;1.209
Females;16 years old;2008;884
Females;17 years old;2021;1.351
Females;17 years old;2020;894
Females;17 years old;2019;997
Females;17 years old;2018;1.170
Females;17 years old;2017;1.429
Females;17 years old;2016;1.201
Females;17 years old;2015;1.245
Females;17 years old;2014;1.419
Females;17 years old;2013;2.046
Females;17 years old;2012;1.622
Females;17 years old;2011;1.399
Females;17 years old;2010;1.345
Females;17 years old;2009;1.222
Females;17 years old;2008;879
Females;18 years old;2021;1.332
Females;18 years old;2020;948
Females;18 years old;2019;1.132
Females;18 years old;2018;1.279
Females;18 years old;2017;1.475
Females;18 years old;2016;1.379
Females;18 years old;2015;1.348
Females;18 years old;2014;1.625
Females;18 years old;2013;2.178
Females;18 years old;2012;1.771
Females;18 years old;2011;1.552
Females;18 years old;2010;1.511
Females;18 years old;2009;1.361
Females;18 years old;2008;1.046
Females;19 years old;2021;1.420
Females;19 years old;2020;1.054
Females;19 years old;2019;1.236
Females;19 years old;2018;1.251
Females;19 years old;2017;1.442
Females;19 years old;2016;1.442
Females;19 years old;2015;1.621
Females;19 years old;2014;1.661
Females;19 years old;2013;2.399
Females;19 years old;2012;1.914
Females;19 years old;2011;1.664
Females;19 years old;2010;1.723
Females;19 years old;2009;1.671
Females;19 years old;2008;1.360
Females;20 years old;2021;1.765
Females;20 years old;2020;1.217
Females;20 years old;2019;1.399
Females;20 years old;2018;1.485
Females;20 years old;2017;1.619
Females;20 years old;2016;1.659
Females;20 years old;2015;1.719
Females;20 years old;2014;1.848
Females;20 years old;2013;2.685
Females;20 years old;2012;2.212
Females;20 years old;2011;1.990
Females;20 years old;2010;2.127
Females;20 years old;2009;2.265
Females;20 years old;2008;1.813
Females;21 years old;2021;2.148
Females;21 years old;2020;1.514
Females;21 years old;2019;1.668
Females;21 years old;2018;1.705
Females;21 years old;2017;1.824
Females;21 years old;2016;1.909
Females;21 years old;2015;1.996
Females;21 years old;2014;2.312
Females;21 years old;2013;3.202
Females;21 years old;2012;2.647
Females;21 years old;2011;2.513
Females;21 years old;2010;2.729
Females;21 years old;2009;2.914
Females;21 years old;2008;2.229
Females;22 years old;2021;2.589
Females;22 years old;2020;1.750
Females;22 years old;2019;2.102
Females;22 years old;2018;1.914
Females;22 years old;2017;2.280
Females;22 years old;2016;2.463
Females;22 years old;2015;2.410
Females;22 years old;2014;2.822
Females;22 years old;2013;3.815
Females;22 years old;2012;3.316
Females;22 years old;2011;3.147
Females;22 years old;2010;3.452
Females;22 years old;2009;3.569
Females;22 years old;2008;2.650
Females;23 years old;2021;2.929
Females;23 years old;2020;2.075
Females;23 years old;2019;2.597
Females;23 years old;2018;2.468
Females;23 years old;2017;2.711
Females;23 years old;2016;2.715
Females;23 years old;2015;2.985
Females;23 years old;2014;3.455
Females;23 years old;2013;4.512
Females;23 years old;2012;4.027
Females;23 years old;2011;3.742
Females;23 years old;2010;3.973
Females;23 years old;2009;3.740
Females;23 years old;2008;3.005
Females;24 years old;2021;3.649
Females;24 years old;2020;2.416
Females;24 years old;2019;3.078
Females;24 years old;2018;2.848
Females;24 years old;2017;3.239
Females;24 years old;2016;3.331
Females;24 years old;2015;3.411
Females;24 years old;2014;4.501
Females;24 years old;2013;5.783
Females;24 years old;2012;4.625
Females;24 years old;2011;4.520
Females;24 years old;2010;4.400
Females;24 years old;2009;4.389
Females;24 years old;2008;3.265
Females;25 years old;2021;4.115
Females;25 years old;2020;2.776
Females;25 years old;2019;3.453
Females;25 years old;2018;3.284
Females;25 years old;2017;3.749
Females;25 years old;2016;3.707
Females;25 years old;2015;4.026
Females;25 years old;2014;4.775
Females;25 years old;2013;6.497
Females;25 years old;2012;5.522
Females;25 years old;2011;4.837
Females;25 years old;2010;4.933
Females;25 years old;2009;4.807
Females;25 years old;2008;3.684
Females;26 years old;2021;4.358
Females;26 years old;2020;2.900
Females;26 years old;2019;3.823
Females;26 years old;2018;3.564
Females;26 years old;2017;4.128
Females;26 years old;2016;4.081
Females;26 years old;2015;4.431
Females;26 years old;2014;5.147
Females;26 years old;2013;6.833
Females;26 years old;2012;5.752
Females;26 years old;2011;5.084
Females;26 years old;2010;5.278
Females;26 years old;2009;5.178
Females;26 years old;2008;4.141
Females;27 years old;2021;4.535
Females;27 years old;2020;2.988
Females;27 years old;2019;3.909
Females;27 years old;2018;3.662
Females;27 years old;2017;4.410
Females;27 years old;2016;4.187
Females;27 years old;2015;4.539
Females;27 years old;2014;5.296
Females;27 years old;2013;7.579
Females;27 years old;2012;5.919
Females;27 years old;2011;5.342
Females;27 years old;2010;5.403
Females;27 years old;2009;5.301
Females;27 years old;2008;4.146
Females;28 years old;2021;4.671
Females;28 years old;2020;3.152
Females;28 years old;2019;4.080
Females;28 years old;2018;3.867
Females;28 years old;2017;4.536
Females;28 years old;2016;4.186
Females;28 years old;2015;4.605
Females;28 years old;2014;5.505
Females;28 years old;2013;7.601
Females;28 years old;2012;5.975
Females;28 years old;2011;5.610
Females;28 years old;2010;5.580
Females;28 years old;2009;5.342
Females;28 years old;2008;4.362
Females;29 years old;2021;4.646
Females;29 years old;2020;3.234
Females;29 years old;2019;3.976
Females;29 years old;2018;3.816
Females;29 years old;2017;4.609
Females;29 years old;2016;4.285
Females;29 years old;2015;4.607
Females;29 years old;2014;5.632
Females;29 years old;2013;7.583
Females;29 years old;2012;6.107
Females;29 years old;2011;5.653
Females;29 years old;2010;5.605
Females;29 years old;2009;5.391
Females;29 years old;2008;3.866
Females;30 years old;2021;4.530
Females;30 years old;2020;3.192
Females;30 years old;2019;3.845
Females;30 years old;2018;3.742
Females;30 years old;2017;4.615
Females;30 years old;2016;4.189
Females;30 years old;2015;4.536
Females;30 years old;2014;5.704
Females;30 years old;2013;7.807
Females;30 years old;2012;6.249
Females;30 years old;2011;5.505
Females;30 years old;2010;5.739
Females;30 years old;2009;5.049
Females;30 years old;2008;3.962
Females;31 years old;2021;4.529
Females;31 years old;2020;3.065
Females;31 years old;2019;3.848
Females;31 years old;2018;3.728
Females;31 years old;2017;4.427
Females;31 years old;2016;4.214
Females;31 years old;2015;4.579
Females;31 years old;2014;5.571
Females;31 years old;2013;7.665
Females;31 years old;2012;6.129
Females;31 years old;2011;5.574
Females;31 years old;2010;5.310
Females;31 years old;2009;4.835
Females;31 years old;2008;3.850
Females;32 years old;2021;4.510
Females;32 years old;2020;2.845
Females;32 years old;2019;3.720
Females;32 years old;2018;3.666
Females;32 years old;2017;4.427
Females;32 years old;2016;4.005
Females;32 years old;2015;4.273
Females;32 years old;2014;5.550
Females;32 years old;2013;7.181
Females;32 years old;2012;5.911
Females;32 years old;2011;5.237
Females;32 years old;2010;5.098
Females;32 years old;2009;4.540
Females;32 years old;2008;3.573
Females;33 years old;2021;4.230
Females;33 years old;2020;2.889
Females;33 years old;2019;3.647
Females;33 years old;2018;3.515
Females;33 years old;2017;4.256
Females;33 years old;2016;4.044
Females;33 years old;2015;4.329
Females;33 years old;2014;5.181
Females;33 years old;2013;6.975
Females;33 years old;2012;5.525
Females;33 years old;2011;5.009
Females;33 years old;2010;4.593
Females;33 years old;2009;4.429
Females;33 years old;2008;3.249
Females;34 years old;2021;4.189
Females;34 years old;2020;2.636
Females;34 years old;2019;3.265
Females;34 years old;2018;3.481
Females;34 years old;2017;4.221
Females;34 years old;2016;3.790
Females;34 years old;2015;4.174
Females;34 years old;2014;5.118
Females;34 years old;2013;6.632
Females;34 years old;2012;5.209
Females;34 years old;2011;4.616
Females;34 years old;2010;4.389
Females;34 years old;2009;3.936
Females;34 years old;2008;2.966
Females;35 years old;2021;3.827
Females;35 years old;2020;2.549
Females;35 years old;2019;3.162
Females;35 years old;2018;3.138
Females;35 years old;2017;4.047
Females;35 years old;2016;3.472
Females;35 years old;2015;3.843
Females;35 years old;2014;4.727
Females;35 years old;2013;5.948
Females;35 years old;2012;5.000
Females;35 years old;2011;4.174
Females;35 years old;2010;4.039
Females;35 years old;2009;3.656
Females;35 years old;2008;2.794
Females;36 years old;2021;3.627
Females;36 years old;2020;2.346
Females;36 years old;2019;3.041
Females;36 years old;2018;3.157
Females;36 years old;2017;3.914
Females;36 years old;2016;3.435
Females;36 years old;2015;3.817
Females;36 years old;2014;4.222
Females;36 years old;2013;5.782
Females;36 years old;2012;4.562
Females;36 years old;2011;3.988
Females;36 years old;2010;3.654
Females;36 years old;2009;3.289
Females;36 years old;2008;2.645
Females;37 years old;2021;3.483
Females;37 years old;2020;2.327
Females;37 years old;2019;2.966
Females;37 years old;2018;3.061
Females;37 years old;2017;3.795
Females;37 years old;2016;3.217
Females;37 years old;2015;3.523
Females;37 years old;2014;4.139
Females;37 years old;2013;5.265
Females;37 years old;2012;4.307
Females;37 years old;2011;3.799
Females;37 years old;2010;3.556
Females;37 years old;2009;3.124
Females;37 years old;2008;2.441
Females;38 years old;2021;3.367
Females;38 years old;2020;2.321
Females;38 years old;2019;2.970
Females;38 years old;2018;2.907
Females;38 years old;2017;3.638
Females;38 years old;2016;2.979
Females;38 years old;2015;3.274
Females;38 years old;2014;3.777
Females;38 years old;2013;4.719
Females;38 years old;2012;3.802
Females;38 years old;2011;3.309
Females;38 years old;2010;3.258
Females;38 years old;2009;2.901
Females;38 years old;2008;2.290
Females;39 years old;2021;3.266
Females;39 years old;2020;2.245
Females;39 years old;2019;2.736
Females;39 years old;2018;2.840
Females;39 years old;2017;3.380
Females;39 years old;2016;3.071
Females;39 years old;2015;3.174
Females;39 years old;2014;3.527
Females;39 years old;2013;4.405
Females;39 years old;2012;3.536
Females;39 years old;2011;3.160
Females;39 years old;2010;2.952
Females;39 years old;2009;2.895
Females;39 years old;2008;2.104
Females;40 years old;2021;3.280
Females;40 years old;2020;2.210
Females;40 years old;2019;2.710
Females;40 years old;2018;2.855
Females;40 years old;2017;3.359
Females;40 years old;2016;2.820
Females;40 years old;2015;3.143
Females;40 years old;2014;3.411
Females;40 years old;2013;4.340
Females;40 years old;2012;3.522
Females;40 years old;2011;3.072
Females;40 years old;2010;3.055
Females;40 years old;2009;2.609
Females;40 years old;2008;2.123
Females;41 years old;2021;3.160
Females;41 years old;2020;2.074
Females;41 years old;2019;2.566
Females;41 years old;2018;2.725
Females;41 years old;2017;3.238
Females;41 years old;2016;2.788
Females;41 years old;2015;2.907
Females;41 years old;2014;3.147
Females;41 years old;2013;4.037
Females;41 years old;2012;3.180
Females;41 years old;2011;2.943
Females;41 years old;2010;2.814
Females;41 years old;2009;2.557
Females;41 years old;2008;1.873
Females;42 years old;2021;3.211
Females;42 years old;2020;2.053
Females;42 years old;2019;2.477
Females;42 years old;2018;2.590
Females;42 years old;2017;3.023
Females;42 years old;2016;2.615
Females;42 years old;2015;2.554
Females;42 years old;2014;2.957
Females;42 years old;2013;3.908
Females;42 years old;2012;3.124
Females;42 years old;2011;2.729
Females;42 years old;2010;2.624
Females;42 years old;2009;2.238
Females;42 years old;2008;1.648
Females;43 years old;2021;2.971
Females;43 years old;2020;1.938
Females;43 years old;2019;2.294
Females;43 years old;2018;2.389
Females;43 years old;2017;2.784
Females;43 years old;2016;2.485
Females;43 years old;2015;2.488
Females;43 years old;2014;2.718
Females;43 years old;2013;3.639
Females;43 years old;2012;2.740
Females;43 years old;2011;2.653
Females;43 years old;2010;2.363
Females;43 years old;2009;2.174
Females;43 years old;2008;1.682
Females;44 years old;2021;2.853
Females;44 years old;2020;1.897
Females;44 years old;2019;2.210
Females;44 years old;2018;2.340
Females;44 years old;2017;2.653
Females;44 years old;2016;2.251
Females;44 years old;2015;2.384
Females;44 years old;2014;2.717
Females;44 years old;2013;3.411
Females;44 years old;2012;2.740
Females;44 years old;2011;2.166
Females;44 years old;2010;2.050
Females;44 years old;2009;1.989
Females;44 years old;2008;1.569
Females;45 years old;2021;2.697
Females;45 years old;2020;1.762
Females;45 years old;2019;2.051
Females;45 years old;2018;2.118
Females;45 years old;2017;2.447
Females;45 years old;2016;2.007
Females;45 years old;2015;2.067
Females;45 years old;2014;2.516
Females;45 years old;2013;3.343
Females;45 years old;2012;2.399
Females;45 years old;2011;2.106
Females;45 years old;2010;2.018
Females;45 years old;2009;1.807
Females;45 years old;2008;1.443
Females;46 years old;2021;2.632
Females;46 years old;2020;1.689
Females;46 years old;2019;1.883
Females;46 years old;2018;1.982
Females;46 years old;2017;2.379
Females;46 years old;2016;1.995
Females;46 years old;2015;2.035
Females;46 years old;2014;2.418
Females;46 years old;2013;2.944
Females;46 years old;2012;2.190
Females;46 years old;2011;2.085
Females;46 years old;2010;2.015
Females;46 years old;2009;1.756
Females;46 years old;2008;1.375
Females;47 years old;2021;2.352
Females;47 years old;2020;1.554
Females;47 years old;2019;1.782
Females;47 years old;2018;1.922
Females;47 years old;2017;2.284
Females;47 years old;2016;1.936
Females;47 years old;2015;1.959
Females;47 years old;2014;1.985
Females;47 years old;2013;2.799
Females;47 years old;2012;2.169
Females;47 years old;2011;1.986
Females;47 years old;2010;1.769
Females;47 years old;2009;1.712
Females;47 years old;2008;1.241
Females;48 years old;2021;2.248
Females;48 years old;2020;1.501
Females;48 years old;2019;1.676
Females;48 years old;2018;1.865
Females;48 years old;2017;2.244
Females;48 years old;2016;1.884
Females;48 years old;2015;1.648
Females;48 years old;2014;1.836
Females;48 years old;2013;2.534
Females;48 years old;2012;2.143
Females;48 years old;2011;2.038
Females;48 years old;2010;1.707
Females;48 years old;2009;1.538
Females;48 years old;2008;1.206
Females;49 years old;2021;2.218
Females;49 years old;2020;1.401
Females;49 years old;2019;1.682
Females;49 years old;2018;1.784
Females;49 years old;2017;2.099
Females;49 years old;2016;1.661
Females;49 years old;2015;1.610
Females;49 years old;2014;1.825
Females;49 years old;2013;2.576
Females;49 years old;2012;2.015
Females;49 years old;2011;1.699
Females;49 years old;2010;1.602
Females;49 years old;2009;1.624
Females;49 years old;2008;1.202
Females;50 years old;2021;2.154
Females;50 years old;2020;1.440
Females;50 years old;2019;1.612
Females;50 years old;2018;1.708
Females;50 years old;2017;1.939
Females;50 years old;2016;1.530
Females;50 years old;2015;1.647
Females;50 years old;2014;1.917
Females;50 years old;2013;2.456
Females;50 years old;2012;1.868
Females;50 years old;2011;1.578
Females;50 years old;2010;1.659
Females;50 years old;2009;1.524
Females;50 years old;2008;1.177
Females;51 years old;2021;2.148
Females;51 years old;2020;1.318
Females;51 years old;2019;1.514
Females;51 years old;2018;1.643
Females;51 years old;2017;1.798
Females;51 years old;2016;1.556
Females;51 years old;2015;1.608
Females;51 years old;2014;1.735
Females;51 years old;2013;2.209
Females;51 years old;2012;1.844
Females;51 years old;2011;1.671
Females;51 years old;2010;1.567
Females;51 years old;2009;1.427
Females;51 years old;2008;1.075
Females;52 years old;2021;2.110
Females;52 years old;2020;1.296
Females;52 years old;2019;1.394
Females;52 years old;2018;1.491
Females;52 years old;2017;1.827
Females;52 years old;2016;1.447
Females;52 years old;2015;1.498
Females;52 years old;2014;1.724
Females;52 years old;2013;2.089
Females;52 years old;2012;1.706
Females;52 years old;2011;1.519
Females;52 years old;2010;1.469
Females;52 years old;2009;1.378
Females;52 years old;2008;1.122
Females;53 years old;2021;2.071
Females;53 years old;2020;1.217
Females;53 years old;2019;1.391
Females;53 years old;2018;1.493
Females;53 years old;2017;1.760
Females;53 years old;2016;1.337
Females;53 years old;2015;1.375
Females;53 years old;2014;1.694
Females;53 years old;2013;2.130
Females;53 years old;2012;1.657
Females;53 years old;2011;1.373
Females;53 years old;2010;1.468
Females;53 years old;2009;1.320
Females;53 years old;2008;1.083
Females;54 years old;2021;1.856
Females;54 years old;2020;1.180
Females;54 years old;2019;1.304
Females;54 years old;2018;1.525
Females;54 years old;2017;1.659
Females;54 years old;2016;1.345
Females;54 years old;2015;1.275
Females;54 years old;2014;1.574
Females;54 years old;2013;2.027
Females;54 years old;2012;1.578
Females;54 years old;2011;1.379
Females;54 years old;2010;1.333
Females;54 years old;2009;1.194
Females;54 years old;2008;918
Females;55 years old;2021;1.719
Females;55 years old;2020;1.077
Females;55 years old;2019;1.271
Females;55 years old;2018;1.374
Females;55 years old;2017;1.621
Females;55 years old;2016;1.320
Females;55 years old;2015;1.324
Females;55 years old;2014;1.535
Females;55 years old;2013;1.923
Females;55 years old;2012;1.541
Females;55 years old;2011;1.400
Females;55 years old;2010;1.232
Females;55 years old;2009;1.143
Females;55 years old;2008;969
Females;56 years old;2021;1.747
Females;56 years old;2020;1.085
Females;56 years old;2019;1.245
Females;56 years old;2018;1.306
Females;56 years old;2017;1.526
Females;56 years old;2016;1.240
Females;56 years old;2015;1.239
Females;56 years old;2014;1.540
Females;56 years old;2013;1.829
Females;56 years old;2012;1.459
Females;56 years old;2011;1.229
Females;56 years old;2010;1.220
Females;56 years old;2009;1.126
Females;56 years old;2008;851
Females;57 years old;2021;1.716
Females;57 years old;2020;1.070
Females;57 years old;2019;1.214
Females;57 years old;2018;1.274
Females;57 years old;2017;1.583
Females;57 years old;2016;1.240
Females;57 years old;2015;1.222
Females;57 years old;2014;1.319
Females;57 years old;2013;1.687
Females;57 years old;2012;1.418
Females;57 years old;2011;1.054
Females;57 years old;2010;1.200
Females;57 years old;2009;1.030
Females;57 years old;2008;828
Females;58 years old;2021;1.701
Females;58 years old;2020;968
Females;58 years old;2019;1.166
Females;58 years old;2018;1.311
Females;58 years old;2017;1.476
Females;58 years old;2016;1.166
Females;58 years old;2015;1.206
Females;58 years old;2014;1.180
Females;58 years old;2013;1.595
Females;58 years old;2012;1.269
Females;58 years old;2011;1.084
Females;58 years old;2010;1.156
Females;58 years old;2009;992
Females;58 years old;2008;819
Females;59 years old;2021;1.644
Females;59 years old;2020;932
Females;59 years old;2019;1.103
Females;59 years old;2018;1.196
Females;59 years old;2017;1.435
Females;59 years old;2016;1.093
Females;59 years old;2015;1.072
Females;59 years old;2014;1.230
Females;59 years old;2013;1.666
Females;59 years old;2012;1.069
Females;59 years old;2011;1.068
Females;59 years old;2010;1.023
Females;59 years old;2009;979
Females;59 years old;2008;748
Females;60 years old;2021;1.492
Females;60 years old;2020;979
Females;60 years old;2019;1.039
Females;60 years old;2018;1.210
Females;60 years old;2017;1.304
Females;60 years old;2016;1.007
Females;60 years old;2015;1.110
Females;60 years old;2014;1.037
Females;60 years old;2013;1.340
Females;60 years old;2012;1.010
Females;60 years old;2011;937
Females;60 years old;2010;1.020
Females;60 years old;2009;869
Females;60 years old;2008;776
Females;61 years old;2021;1.551
Females;61 years old;2020;933
Females;61 years old;2019;1.110
Females;61 years old;2018;1.103
Females;61 years old;2017;1.377
Females;61 years old;2016;1.036
Females;61 years old;2015;1.009
Females;61 years old;2014;1.125
Females;61 years old;2013;1.488
Females;61 years old;2012;1.035
Females;61 years old;2011;963
Females;61 years old;2010;903
Females;61 years old;2009;820
Females;61 years old;2008;693
Females;62 years old;2021;1.513
Females;62 years old;2020;923
Females;62 years old;2019;1.108
Females;62 years old;2018;1.103
Females;62 years old;2017;1.226
Females;62 years old;2016;1.041
Females;62 years old;2015;984
Females;62 years old;2014;1.041
Females;62 years old;2013;1.300
Females;62 years old;2012;906
Females;62 years old;2011;944
Females;62 years old;2010;932
Females;62 years old;2009;796
Females;62 years old;2008;588
Females;63 years old;2021;1.488
Females;63 years old;2020;895
Females;63 years old;2019;1.019
Females;63 years old;2018;1.056
Females;63 years old;2017;1.235
Females;63 years old;2016;906
Females;63 years old;2015;899
Females;63 years old;2014;960
Females;63 years old;2013;1.170
Females;63 years old;2012;914
Females;63 years old;2011;870
Females;63 years old;2010;834
Females;63 years old;2009;771
Females;63 years old;2008;535
Females;64 years old;2021;1.450
Females;64 years old;2020;834
Females;64 years old;2019;988
Females;64 years old;2018;1.024
Females;64 years old;2017;1.162
Females;64 years old;2016;880
Females;64 years old;2015;781
Females;64 years old;2014;954
Females;64 years old;2013;1.114
Females;64 years old;2012;872
Females;64 years old;2011;826
Females;64 years old;2010;818
Females;64 years old;2009;690
Females;64 years old;2008;539
Females;65 years old;2021;1.369
Females;65 years old;2020;834
Females;65 years old;2019;937
Females;65 years old;2018;981
Females;65 years old;2017;1.125
Females;65 years old;2016;909
Females;65 years old;2015;889
Females;65 years old;2014;944
Females;65 years old;2013;1.141
Females;65 years old;2012;829
Females;65 years old;2011;709
Females;65 years old;2010;677
Females;65 years old;2009;684
Females;65 years old;2008;483
Females;66 years old;2021;1.356
Females;66 years old;2020;811
Females;66 years old;2019;861
Females;66 years old;2018;942
Females;66 years old;2017;1.076
Females;66 years old;2016;887
Females;66 years old;2015;854
Females;66 years old;2014;931
Females;66 years old;2013;1.124
Females;66 years old;2012;748
Females;66 years old;2011;660
Females;66 years old;2010;750
Females;66 years old;2009;652
Females;66 years old;2008;440
Females;67 years old;2021;1.285
Females;67 years old;2020;828
Females;67 years old;2019;862
Females;67 years old;2018;950
Females;67 years old;2017;1.151
Females;67 years old;2016;852
Females;67 years old;2015;791
Females;67 years old;2014;927
Females;67 years old;2013;909
Females;67 years old;2012;700
Females;67 years old;2011;697
Females;67 years old;2010;649
Females;67 years old;2009;523
Females;67 years old;2008;489
Females;68 years old;2021;1.260
Females;68 years old;2020;827
Females;68 years old;2019;758
Females;68 years old;2018;948
Females;68 years old;2017;1.095
Females;68 years old;2016;826
Females;68 years old;2015;871
Females;68 years old;2014;742
Females;68 years old;2013;1.043
Females;68 years old;2012;581
Females;68 years old;2011;495
Females;68 years old;2010;603
Females;68 years old;2009;533
Females;68 years old;2008;453
Females;69 years old;2021;1.154
Females;69 years old;2020;735
Females;69 years old;2019;857
Females;69 years old;2018;906
Females;69 years old;2017;1.111
Females;69 years old;2016;923
Females;69 years old;2015;769
Females;69 years old;2014;713
Females;69 years old;2013;953
Females;69 years old;2012;587
Females;69 years old;2011;537
Females;69 years old;2010;529
Females;69 years old;2009;462
Females;69 years old;2008;396
Females;70 years old;2021;1.129
Females;70 years old;2020;745
Females;70 years old;2019;819
Females;70 years old;2018;884
Females;70 years old;2017;1.123
Females;70 years old;2016;689
Females;70 years old;2015;676
Females;70 years old;2014;692
Females;70 years old;2013;790
Females;70 years old;2012;476
Females;70 years old;2011;497
Females;70 years old;2010;503
Females;70 years old;2009;416
Females;70 years old;2008;417
Females;71 years old;2021;1.146
Females;71 years old;2020;712
Females;71 years old;2019;777
Females;71 years old;2018;829
Females;71 years old;2017;949
Females;71 years old;2016;664
Females;71 years old;2015;632
Females;71 years old;2014;619
Females;71 years old;2013;840
Females;71 years old;2012;519
Females;71 years old;2011;507
Females;71 years old;2010;497
Females;71 years old;2009;427
Females;71 years old;2008;381
Females;72 years old;2021;1.058
Females;72 years old;2020;717
Females;72 years old;2019;737
Females;72 years old;2018;824
Females;72 years old;2017;933
Females;72 years old;2016;610
Females;72 years old;2015;468
Females;72 years old;2014;520
Females;72 years old;2013;708
Females;72 years old;2012;470
Females;72 years old;2011;500
Females;72 years old;2010;477
Females;72 years old;2009;373
Females;72 years old;2008;292
Females;73 years old;2021;1.087
Females;73 years old;2020;669
Females;73 years old;2019;646
Females;73 years old;2018;731
Females;73 years old;2017;865
Females;73 years old;2016;551
Females;73 years old;2015;484
Females;73 years old;2014;435
Females;73 years old;2013;681
Females;73 years old;2012;415
Females;73 years old;2011;384
Females;73 years old;2010;416
Females;73 years old;2009;370
Females;73 years old;2008;355
Females;74 years old;2021;1.018
Females;74 years old;2020;539
Females;74 years old;2019;608
Females;74 years old;2018;730
Females;74 years old;2017;826
Females;74 years old;2016;521
Females;74 years old;2015;381
Females;74 years old;2014;455
Females;74 years old;2013;519
Females;74 years old;2012;366
Females;74 years old;2011;369
Females;74 years old;2010;423
Females;74 years old;2009;315
Females;74 years old;2008;275
Females;75 years old;2021;864
Females;75 years old;2020;534
Females;75 years old;2019;573
Females;75 years old;2018;640
Females;75 years old;2017;753
Females;75 years old;2016;417
Females;75 years old;2015;409
Females;75 years old;2014;349
Females;75 years old;2013;509
Females;75 years old;2012;354
Females;75 years old;2011;348
Females;75 years old;2010;336
Females;75 years old;2009;304
Females;75 years old;2008;256
Females;76 years old;2021;813
Females;76 years old;2020;487
Females;76 years old;2019;524
Females;76 years old;2018;588
Females;76 years old;2017;734
Females;76 years old;2016;477
Females;76 years old;2015;335
Females;76 years old;2014;378
Females;76 years old;2013;484
Females;76 years old;2012;320
Females;76 years old;2011;296
Females;76 years old;2010;314
Females;76 years old;2009;284
Females;76 years old;2008;226
Females;77 years old;2021;725
Females;77 years old;2020;453
Females;77 years old;2019;475
Females;77 years old;2018;568
Females;77 years old;2017;679
Females;77 years old;2016;318
